,lat,lng,total_square,osm_amenity_points_in_0.001,osm_amenity_points_in_0.005,osm_amenity_points_in_0.0075,osm_amenity_points_in_0.01,osm_building_points_in_0.001,osm_building_points_in_0.005,osm_building_points_in_0.0075,osm_building_points_in_0.01,osm_catering_points_in_0.001,osm_catering_points_in_0.005,osm_catering_points_in_0.0075,osm_catering_points_in_0.01,osm_city_closest_dist,osm_city_nearest_population,osm_crossing_closest_dist,osm_crossing_points_in_0.001,osm_crossing_points_in_0.005,osm_crossing_points_in_0.0075,osm_crossing_points_in_0.01,osm_culture_points_in_0.001,osm_culture_points_in_0.005,osm_culture_points_in_0.0075,osm_culture_points_in_0.01,osm_finance_points_in_0.001,osm_finance_points_in_0.005,osm_finance_points_in_0.0075,osm_finance_points_in_0.01,osm_healthcare_points_in_0.005,osm_healthcare_points_in_0.0075,osm_healthcare_points_in_0.01,osm_historic_points_in_0.005,osm_historic_points_in_0.0075,osm_historic_points_in_0.01,osm_hotels_points_in_0.005,osm_hotels_points_in_0.0075,osm_hotels_points_in_0.01,osm_leisure_points_in_0.005,osm_leisure_points_in_0.0075,osm_leisure_points_in_0.01,osm_offices_points_in_0.001,osm_offices_points_in_0.005,osm_offices_points_in_0.0075,osm_offices_points_in_0.01,osm_shops_points_in_0.001,osm_shops_points_in_0.005,osm_shops_points_in_0.0075,osm_shops_points_in_0.01,osm_subway_closest_dist,osm_train_stop_closest_dist,osm_train_stop_points_in_0.005,osm_train_stop_points_in_0.0075,osm_train_stop_points_in_0.01,osm_transport_stop_closest_dist,osm_transport_stop_points_in_0.005,osm_transport_stop_points_in_0.0075,osm_transport_stop_points_in_0.01,reform_count_of_houses_1000,reform_count_of_houses_500,reform_house_population_1000,reform_house_population_500,reform_mean_floor_count_1000,reform_mean_floor_count_500,reform_mean_year_building_1000,reform_mean_year_building_500,latlng,region,realty_type,floor,loc,city,street,ts_eq_10,ts_eq_1000,y_pred,y_true,metric
278833,52.50308199999999,103.8318475616364,179.05442807370082,2,37,64,103,0,0,1,1,0,4,10,16,4.789466108901546,226374.0,0.0434325886903523,3,21,33,59,0,0,0,1,0,3,4,4,3,9,13,0,0,0,1,1,1,2,2,8,0,1,2,2,2,19,31,44,65.54525887043535,7.828006804280424,0,0,0,0.0921887785513921,8,11,18,97,29,1956.0,658.0,4.608247422680412,4.275862068965517,1962.7113402061848,1954.448275862069,5451.492006740094,иркутская область,110,unknown,105.0,ангарск,s8742,False,False,32500.0,25735.19152569237,0.5661276015712211
278192,52.962963,36.09015540913458,139.79010956044166,2,16,28,59,0,0,2,2,0,0,0,5,1.3115503160812934,319550.0,0.4488049579192057,0,0,1,7,0,1,1,1,0,1,1,4,2,2,3,1,1,4,0,0,1,0,0,1,1,1,3,6,1,5,12,24,302.5264379870246,73.21372745299878,0,0,0,0.1058128668891043,4,10,16,137,32,2110.0,671.0,4.7984496124031,5.857142857142858,1959.12213740458,1965.833333333333,1911.4415655982448,орловская область,10,unknown,35.0,орёл,s1441,False,False,30800.0,28449.795285985143,0.0
275925,59.93336873246005,30.353153131717114,69.34181472642129,8,362,746,1360,0,3,9,19,2,140,288,511,2.225203093832816,5381736.0,0.1212341562873771,0,37,83,188,1,17,34,56,1,12,24,40,9,25,61,5,14,30,39,82,159,13,18,41,1,41,90,169,5,204,425,775,0.4791393695979538,0.9153561574306128,0,0,0,0.1277469800823877,14,36,77,415,93,7600.0,1808.0,4.791878172588833,4.853932584269663,1882.1908396946565,1874.2696629213483,1819.1667188360263,санкт-петербург,10,unknown,35.0,санкт-петербург,s14410,False,False,124400.0,118802.77481202233,0.0
279665,43.10442000000001,131.87308333046371,444.6059881551167,1,13,25,56,0,0,0,0,0,1,3,8,1.703394659237544,604901.0,0.1965072076576883,0,3,10,19,0,1,1,3,1,3,3,5,1,2,3,1,1,2,0,1,4,0,2,7,0,0,1,2,0,7,12,23,2272.39314387987,1.1711849756451025,0,0,0,0.138209217898312,6,6,10,67,18,1053.0,217.0,8.285714285714286,8.133333333333333,1969.0,1967.8235294117649,5684.312770571309,приморский край,100,unknown,134.0,владивосток,s5017,False,False,69200.0,59835.001571590605,0.001885710799456473
279479,54.87044,83.09156419668533,408.9354882712395,4,45,70,95,0,0,0,1,2,6,12,20,12.568783940464392,104237.0,0.0897350393564387,1,9,24,30,0,1,1,1,0,0,1,2,4,5,5,0,1,2,0,0,0,9,13,19,0,2,4,4,1,26,39,47,19.921365506095267,0.7304379558842913,0,0,0,0.3816229884462049,1,7,11,115,42,2205.0,953.0,5.356521739130434,5.404761904761906,1971.6869565217391,1972.952380952381,4559.2706877603705,новосибирская область,10,unknown,85.0,новосибирск,s6509,False,False,45200.0,42043.306323652185,0.0
277559,55.057987,82.94202641234791,192.13285898751383,6,32,74,120,0,0,0,0,0,2,7,15,3.4534167412330943,1625600.0,0.0691385300521249,2,8,17,32,0,0,0,1,1,1,3,5,0,3,3,0,0,0,0,0,1,4,13,21,0,0,2,4,5,21,45,71,1.6076317900235892,2.554298443287148,0,0,0,0.0495451051063475,4,10,16,107,14,3155.0,816.0,7.980582524271845,14.615384615384617,1976.067307692308,1996.4615384615383,4566.621011964708,новосибирская область,100,other,85.0,новосибирск,s8599,False,False,55800.0,57340.53018341835,0.0
277263,52.25063,104.35653398968635,156.3787935701914,3,22,33,44,0,0,0,0,1,4,8,12,6.5868559252727685,623562.0,0.1412529092469445,0,9,13,23,0,0,0,1,1,3,4,4,2,2,2,1,1,1,1,1,1,2,2,2,0,0,0,0,1,7,12,15,61.15727504858262,6.039973342752183,0,0,0,0.1198731842455905,9,13,19,158,63,2788.0,1399.0,7.944827586206896,7.3559322033898304,1989.869281045752,1985.327868852459,5452.694645577526,иркутская область,10,underground,105.0,иркутск,s32167,False,False,38200.0,43119.65737843713,0.0
279570,55.159294,61.407637565470885,411.44180383784345,3,114,230,337,0,0,0,0,1,26,59,79,0.1218890546128521,1196680.0,0.0795028505711867,3,32,69,123,1,17,33,47,0,6,16,23,3,6,11,17,25,31,0,2,3,5,7,16,0,12,22,33,1,47,93,140,184.4145230957048,2.1708820718839856,0,0,0,0.0831141803895822,14,26,48,146,37,2829.0,839.0,6.3565891472868215,5.787878787878787,1963.140625,1952.96875,3387.201934319253,челябинская область,110,first,65.0,челябинск,s20753,False,False,44600.0,37312.688834240325,0.09121943668984873
277842,59.93301999999999,30.35037512101568,259.1987872202681,31,288,695,1182,0,3,4,8,15,115,284,446,1.846607276258697,5381736.0,0.0286503276708559,7,36,84,156,1,25,43,70,0,13,29,42,9,29,55,10,30,48,46,86,130,10,27,48,5,42,85,148,20,140,341,614,0.6822696965523196,1.045661051897019,0,0,0,0.0198073873810976,28,41,62,354,68,7121.0,1313.0,4.840707964601769,4.873015873015873,1873.905325443787,1876.7619047619048,1818.989639135335,санкт-петербург,10,second,35.0,санкт-петербург,s17142,False,False,393500.0,397999.5473988595,0.0
276460,59.370777,28.617276220666827,229.95266574230288,4,30,44,80,0,0,0,0,1,5,7,10,173.54021975282978,210116.0,0.0644744748364809,1,21,33,48,0,0,0,0,0,0,1,3,5,5,6,0,0,1,1,1,1,2,3,5,0,0,2,3,1,16,24,51,112.4924005432886,0.7096010393949933,0,0,0,0.1230024261031396,4,6,12,91,15,2028.0,253.0,5.78021978021978,5.533333333333332,1973.1868131868127,1969.1333333333328,1699.0299248446129,ленинградская область,10,unknown,25.0,кингисепп,s13068,False,False,54400.0,58794.708712580126,0.0
275969,56.47896421082443,84.94596904258808,214.5779161996029,4,103,155,214,0,0,0,0,0,40,52,65,1.0805986392251854,576624.0,0.1007297909488051,0,19,46,70,0,5,7,13,1,6,10,14,6,9,10,3,8,18,4,9,13,2,2,2,0,4,4,5,2,53,72,89,202.30564952890097,3.383244088626489,0,0,0,0.1099281486523833,14,23,30,271,114,1027.0,410.0,2.604790419161677,2.6,1928.75,1922.2033898305085,4797.660345410131,томская область,100,first,85.0,томск,s25893,False,False,39800.0,38270.480697375686,0.0
279316,57.0029976,40.99324307744535,92.9454980623419,0,42,89,176,0,1,1,1,0,8,11,16,1.1520290314591748,409285.0,0.0287694227958602,5,28,58,115,0,13,29,83,0,2,4,6,0,0,1,4,7,13,1,1,2,1,1,2,0,0,2,2,0,14,38,55,173.6569377406254,73.10347846602448,0,0,0,0.0658881891742067,4,8,19,154,34,2226.0,455.0,5.380281690140845,5.424242424242424,1934.1027397260275,1961.1515151515152,2336.7377367598338,ивановская область,100,other,45.0,иваново,s28666,False,False,45300.0,48748.99908504331,0.0
278235,55.05354129999999,82.8970317283147,201.13611743248129,4,28,52,97,0,0,0,2,0,5,8,13,3.398724433566892,1625600.0,0.1024633588808459,0,24,32,49,0,1,7,14,1,1,1,1,3,3,5,0,0,0,0,0,0,0,0,3,0,3,3,5,3,19,33,56,2.045311547335349,1.885852914644801,0,0,0,0.129825265952976,6,7,16,128,51,3169.0,1218.0,6.724409448818897,7.431372549019607,1973.5748031496064,1977.3921568627447,4563.775159902183,новосибирская область,110,other,85.0,новосибирск,s7397,False,False,58600.0,54316.45066762999,0.0
277725,54.7559,56.00584467483525,143.8026414989186,3,28,77,108,0,0,0,0,0,3,10,13,4.84645070649173,1128787.0,0.1276668290927506,0,2,10,27,0,0,0,0,0,3,5,9,5,7,9,0,1,3,0,0,0,0,1,1,0,3,8,15,3,18,55,74,352.7261738428759,3.608709432814786,0,0,0,0.110623759376026,3,11,20,196,69,4957.0,1371.0,7.226315789473684,5.803030303030303,1968.6479591836733,1966.304347826087,3066.6504304308114,башкортостан,100,high,55.0,уфа,s32190,False,False,58200.0,58100.46264040866,0.0
275551,59.93983347785271,30.35463139484785,357.3319775537381,11,287,758,1333,0,2,10,20,4,121,276,482,2.2426520877165768,5381736.0,0.0768503321640831,0,41,112,219,1,11,30,49,0,6,24,48,6,35,66,6,9,29,29,80,139,6,21,35,2,28,94,165,5,148,431,753,0.7069185335520014,1.1226880216747277,0,0,0,0.1203983332932458,8,28,69,412,113,7246.0,2238.0,4.7249357326478165,4.724770642201835,1881.8170103092789,1877.1926605504584,1819.45155108878,санкт-петербург,100,high,35.0,санкт-петербург,s10673,False,False,183700.0,186230.1841989284,0.0
277968,59.44373,32.016285166522565,229.8395781889861,5,62,106,166,0,0,0,0,0,6,7,14,110.99569078998528,224297.0,0.0355746977995711,3,27,49,67,1,2,2,3,0,3,6,6,0,3,4,0,2,3,0,0,0,15,25,33,0,2,5,6,4,37,61,103,95.33177987196238,1.7179535287971144,0,0,0,0.0184239764404393,9,12,17,165,57,3869.0,1291.0,6.1090909090909085,5.947368421052633,1983.957575757576,1985.0701754385968,1903.1674110417725,ленинградская область,10,unknown,35.0,кириши,s13096,False,False,46000.0,49752.09269918493,0.0
276674,53.751663,87.11176811816706,431.743011931352,0,11,17,54,0,0,0,0,0,0,0,4,1.8858512846173583,552105.0,0.6884702572854821,0,0,3,19,0,0,0,2,0,1,1,3,0,0,1,2,3,12,0,1,1,0,0,2,0,1,2,3,0,6,9,27,303.3752735961601,5.932903475728784,0,0,0,0.1498060738379676,3,5,15,169,38,3118.0,623.0,5.019607843137255,5.6,1954.564935064935,1960.3870967741927,4682.40240322186,кемеровская область,10,unknown,85.0,новокузнецк,s28390,False,False,27700.0,23453.766986760296,0.04284058644659787
277204,52.21945,104.25011875222978,75.05010738716506,2,7,7,8,0,0,0,0,0,0,0,0,8.138877076416572,623562.0,1.4296881997773985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,6,6,7,67.38285980616101,4.135623189444578,0,0,0,0.0310051144001795,3,3,3,194,94,1835.0,732.0,4.144329896907217,4.0638297872340425,2013.3865979381449,2013.702127659575,5443.883863676126,иркутская область,10,unknown,105.0,маркова,s8921,False,False,29100.0,28061.252319542516,0.0
278483,53.2007677,50.22102970985697,187.0257857038057,0,10,27,36,0,0,0,0,0,3,3,6,6.9732461234303535,1156644.0,0.105680751414987,1,17,28,42,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,8,19,25,0.1488168630030353,1.7429207812178311,0,0,0,0.1488168630030353,7,9,11,187,47,2974.0,726.0,5.302702702702702,4.659574468085107,1926.6486486486488,1964.744680851064,2671.7973352488993,самарская область,100,ground,55.0,самара,s2181,False,False,32900.0,31172.172211766665,0.0
275392,56.01252480291493,92.8601547102073,2011.9568026470108,9,53,76,98,0,0,0,0,2,24,31,35,1.0966096264175074,1095286.0,0.1095733752088626,0,39,71,116,0,1,1,2,2,5,5,6,0,1,1,3,9,12,2,3,4,1,2,4,1,5,8,12,4,20,27,38,0.446394720678066,2.0074854090616068,0,0,0,0.090835465854828,8,9,15,112,31,2103.0,467.0,5.935185185185183,4.290322580645161,1968.555555555556,1958.516129032258,5201.331718908004,красноярский край,100,unknown,95.0,красноярск,s11891,False,False,48300.0,55438.06897506688,0.0
275614,55.04941674746908,32.72211649599421,164.6669718688859,3,15,31,36,0,0,0,0,0,1,3,3,52.2804333372272,330049.0,2.6989371835461418,0,0,0,0,0,0,0,0,1,2,3,3,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,2,10,19,24,298.9708210245128,4.808921571004023,0,0,0,0.05078444301631,9,13,20,79,26,1740.0,704.0,9.32394366197183,9.384615384615383,1986.918918918919,1985.0,1801.3334278472178,смоленская область,110,unknown,35.0,ярцево,s14509,False,False,29200.0,26477.683718333006,0.0
277877,52.25098,104.35784734657564,474.9748655490025,0,23,39,45,0,0,0,0,0,4,9,12,6.607460243951175,623562.0,0.1946564807640554,0,7,13,21,0,0,0,0,0,3,4,4,2,2,2,1,1,1,1,1,1,2,2,2,0,0,0,0,0,7,15,17,61.09781212251615,6.097820025389955,0,0,0,0.1819259584191806,7,14,19,170,59,2924.0,1279.0,8.038216560509554,7.666666666666668,1991.2012195121952,1986.6491228070165,5452.799794548977,иркутская область,110,unknown,105.0,иркутск,s3265,False,False,55800.0,57358.8245948759,0.0
276259,52.275566,104.30792127861125,22.345316428375494,4,30,49,77,0,2,2,2,2,8,10,20,2.280174585497504,623562.0,0.0440494365279284,4,17,34,68,0,0,1,1,0,3,4,5,0,1,2,0,1,3,1,2,3,1,3,4,0,0,3,5,2,20,29,41,60.01504170111427,3.565029136326132,0,0,0,0.0981539046848287,17,23,31,231,58,2489.0,549.0,5.779342723004695,5.894736842105262,1970.6462264150944,1980.2631578947369,5452.755623122846,иркутская область,100,unknown,105.0,иркутск,s24233,False,False,73200.0,64666.7951484029,0.0
279317,57.0029976,40.99410852326605,264.20903009667177,0,42,89,176,0,1,1,1,0,8,11,16,1.1520290314591748,409285.0,0.0287694227958602,5,28,58,115,0,13,29,83,0,2,4,6,0,0,1,4,7,13,1,1,2,1,1,2,0,0,2,2,0,14,38,55,173.6569377406254,73.10347846602448,0,0,0,0.0658881891742067,4,8,19,154,34,2226.0,455.0,5.380281690140845,5.424242424242424,1934.1027397260275,1961.1515151515152,2336.787069765874,ивановская область,10,other,45.0,иваново,s28666,False,False,38300.0,31993.60747400315,0.09865522186962748
279041,53.237247,34.35619616980106,71.51554572820483,0,22,37,47,0,0,0,0,0,2,4,5,1.083947701780651,406553.0,0.1068681578731509,0,10,18,26,0,0,0,1,0,2,6,6,1,1,2,1,1,2,0,1,1,0,0,0,0,4,5,8,0,16,23,30,329.0060802712888,5.449448217098923,0,0,0,0.0909122454992773,8,11,16,152,61,2766.0,1135.0,5.668918918918918,5.75,1973.7414965986395,1975.983606557377,1829.029301472153,брянская область,110,unknown,35.0,брянск,s18486,False,False,42500.0,35530.736347270315,0.09464835452746168
275621,59.936710079158345,30.3565779391073,51.4319995407172,8,341,705,1246,0,6,12,19,6,128,255,431,2.2784177676430897,5381736.0,0.0913444212064225,0,67,141,228,0,10,24,42,0,8,21,42,17,38,65,4,11,24,25,57,109,7,15,31,1,36,79,168,3,192,386,702,0.4216558331887726,1.4101812138739624,0,0,0,0.1174146546890734,13,18,57,382,119,6710.0,2478.0,4.645070422535211,4.814159292035399,1883.247887323944,1883.8938053097345,1819.4734109316485,санкт-петербург,100,underground,35.0,санкт-петербург,s3399,False,False,123100.0,118953.18196129162,0.0
277886,55.04534,60.11179311127072,103.62243404169584,2,49,70,96,0,1,1,1,1,7,9,16,2.221226487054156,151275.0,0.0408076585915141,1,33,70,98,0,1,1,1,0,2,2,5,1,2,3,0,2,2,0,0,1,1,1,1,0,3,4,4,1,38,52,65,200.6722803913437,1.3333797798349891,0,0,0,0.0947322277047697,11,19,23,205,49,2765.0,865.0,4.225130890052356,4.708333333333333,1958.177083333333,1970.5625,3308.8740898195547,челябинская область,10,unknown,65.0,миасс,s13631,False,False,53800.0,64677.11419810147,0.016150610536227655
278425,56.4813171,84.95361611226132,100.90311631957216,7,118,154,213,0,0,0,1,1,41,52,66,0.8286008237397866,576624.0,0.083778119919673,0,23,56,75,0,3,7,13,0,5,8,11,9,9,9,3,12,18,6,9,14,2,2,2,0,3,5,5,5,63,69,93,202.57853777986423,3.4179775102631766,0,0,0,0.1264619385516749,13,25,30,285,92,1086.0,475.0,2.484042553191489,2.9375,1924.9244186046512,1930.676923076923,4798.2921304283,томская область,110,other,85.0,томск,s2694,False,False,76300.0,79601.1093905336,0.0
278348,56.82482,60.569448841470034,2668.186335546014,2,40,132,247,0,0,0,0,0,5,15,25,2.9948658983480483,1468833.0,0.049013825757409,4,19,33,42,0,0,3,6,0,7,10,16,1,15,29,0,0,0,0,1,4,2,6,22,0,6,15,24,1,21,82,151,1.7297194437058008,3.806344779489077,0,0,0,0.0244027354640345,10,34,49,149,25,3896.0,414.0,7.703448275862068,6.583333333333332,1974.5241379310344,1970.916666666667,3441.8480279157434,свердловская область,100,unknown,65.0,екатеринбург,s31151,False,False,38600.0,35535.749035532404,0.0
277277,61.259342,73.43875807626395,125.408476821803,2,25,77,124,0,0,0,0,0,3,13,17,2.1855729900435388,380632.0,0.0827841814725215,0,16,29,36,0,1,1,1,0,0,5,8,1,2,2,0,0,0,1,2,4,1,5,8,0,3,6,10,1,22,49,83,696.3296283108605,6.9152620726269065,0,0,0,0.0251278754796049,5,11,14,51,20,1854.0,595.0,9.019607843137257,8.55,2001.8431372549007,2002.7,4498.809997049115,ханты-мансийский ао,100,first,76.0,сургут,s4742,False,False,49200.0,43944.39785622116,0.0
276104,52.21231605685183,104.31178692406144,1052.9307021508591,0,1,4,9,0,0,0,0,0,0,0,0,8.527421316604421,623562.0,1.2881903411165243,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,1,1,3,65.97035221744467,5.377046910839933,0,0,0,0.6571068654159182,0,4,7,150,20,1830.0,265.0,4.493333333333333,4.45,2003.246666666667,2007.4,5446.35998733408,иркутская область,110,unknown,105.0,иркутск,s23553,False,False,29800.0,31659.253483543984,0.0
275332,56.25059288015135,95.69443810118965,189.1305813008761,0,3,9,14,0,0,0,0,0,1,1,1,176.78844049672642,1095286.0,0.4081977598900575,0,0,2,2,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,4,5,170.98975191088024,5.718783558870308,0,0,0,0.5385004002562804,1,1,2,67,21,1210.0,471.0,4.447761194029852,5.047619047619048,1980.641791044776,1984.428571428572,5382.868878524862,красноярский край,110,unknown,95.0,канск,s31020,False,False,30500.0,32464.342666151144,0.0
278209,53.71056700000001,91.69023888447153,204.3381988982125,0,3,10,16,0,0,0,0,0,0,0,0,16.291824241621313,186201.0,0.0072559346432765,1,6,6,11,0,2,2,3,0,0,0,2,0,0,0,2,2,3,0,0,0,0,2,3,0,0,0,0,0,1,5,7,265.8370125677192,63.07334872982224,0,0,0,0.057537076933805,6,10,14,48,20,487.0,158.0,3.305555555555556,2.8823529411764706,1963.2777777777767,1961.058823529412,4924.7347188504145,красноярский край,110,unknown,95.0,минусинск,s11961,False,False,31300.0,36219.36593307587,0.0
278921,54.77694,32.021533828951554,133.06739482794606,4,56,94,140,0,0,1,1,0,4,6,6,1.8427814006384,330049.0,0.0900560536195757,0,15,27,49,0,0,0,0,0,3,3,6,3,4,7,0,1,1,1,1,2,8,9,11,0,2,6,11,3,36,68,103,569.4596880367247,2.490535926687979,0,0,0,0.0922804707627146,7,13,19,198,55,3562.0,1122.0,5.460732984293194,6.415094339622643,1971.5625,1977.8703703703704,1754.0416372564496,смоленская область,110,unknown,35.0,смоленск,s18290,False,False,44100.0,42640.04722822137,0.0
279766,56.8236887,60.609136749899605,61.38106960469345,6,55,104,210,0,0,0,0,2,14,27,53,1.7236295611515209,1468833.0,0.1170079843202626,0,15,26,56,0,1,2,5,0,2,4,10,3,6,6,4,6,11,2,7,9,3,3,9,3,5,8,20,3,20,39,98,1.4604060997251898,2.6311788310120274,0,0,0,0.1631384197210713,10,24,40,76,14,1427.0,285.0,6.375,6.666666666666668,1963.780821917808,1969.1538461538464,3444.0347190520247,свердловская область,100,other,65.0,екатеринбург,s2108,False,False,86600.0,90011.46502630408,0.0
275408,54.18732664600552,37.60254167352756,247.4288997195704,0,31,126,248,0,0,0,2,0,5,22,55,0.9456361925691574,479105.0,0.106293240082691,0,41,88,135,0,1,7,10,0,1,5,11,3,7,13,3,11,15,1,2,2,0,1,4,0,4,9,17,0,19,66,133,150.24480534321208,2.157502254882336,0,0,0,0.1168832350986256,11,18,38,146,48,3124.0,852.0,5.6165413533834565,5.159090909090909,1958.6691729323304,1946.906976744186,2037.581208383473,тульская область,10,other,35.0,тула,s23601,False,False,53200.0,59002.808550440684,0.0
275920,50.61463839426303,36.58060271269039,576.0888950515299,0,10,36,53,0,1,2,2,0,0,4,10,2.0860622104990583,384425.0,0.1815671223811371,0,19,41,62,0,0,3,4,0,0,2,2,1,1,4,1,2,2,0,0,1,1,1,3,0,1,4,4,0,5,21,24,551.3591682714604,2.998771940931208,0,0,0,0.052697878177616,8,11,22,102,49,1559.0,654.0,5.13,4.958333333333333,1968.64,1966.5625,1851.5139785470217,белгородская область,100,unknown,35.0,белгород,s4033,False,False,27900.0,22661.433178350468,0.29280086904927694
275967,56.3109630672104,44.00244744192418,312.3195465207458,2,44,102,220,0,0,0,0,1,8,12,54,2.0305939455763,1252236.0,0.0321080324856233,2,21,36,57,0,1,15,30,1,8,14,20,3,5,7,2,12,28,3,5,5,5,5,11,0,4,10,13,1,16,35,78,0.5370485813711838,3.5873074016859627,0,0,0,0.0806621142588889,2,9,15,236,86,2973.0,1283.0,5.334975369458128,6.586666666666668,1960.053658536585,1967.506666666667,2477.8201927690593,нижегородская область,100,unknown,45.0,нижний новгород,s17440,False,False,50400.0,44774.65517538819,0.0
275478,50.61039401345533,36.58012312079697,55.11918600089386,0,27,41,58,0,0,2,2,0,2,5,9,2.0422937581198344,384425.0,0.1540320873124599,0,29,43,83,0,3,4,5,0,1,2,3,1,2,5,1,2,2,0,1,1,1,2,3,0,2,4,5,0,18,21,25,551.3441936990433,2.903563191082541,0,0,0,0.0964228614683316,6,11,22,129,65,2186.0,938.0,5.330708661417323,5.0625,1969.8110236220475,1967.15625,1851.3344442042417,белгородская область,10,unknown,35.0,белгород,s3208,False,False,44200.0,51470.28114591519,0.0
279133,59.92974,30.31732639469305,51.12141178917091,13,344,737,1108,0,0,1,2,7,111,257,383,1.0100275943559442,5381736.0,0.031277744985581,4,53,105,179,0,7,22,43,0,5,16,30,8,23,34,14,44,70,38,83,112,9,25,42,3,46,104,156,7,197,406,601,0.44841368497078,1.6278775714519145,0,0,0,0.3482795598682015,9,53,75,240,87,4829.0,2026.0,4.554455445544554,4.631578947368421,1853.108910891089,1836.118421052632,1816.909488329092,санкт-петербург,10,underground,35.0,санкт-петербург,s6752,False,False,123900.0,131412.64618640832,0.0
275770,52.28251412475687,104.27434780204452,114.49308385831591,2,56,107,172,0,0,0,0,1,20,37,60,0.9212484501757964,623562.0,0.0593474601976959,2,24,51,73,0,4,12,16,0,3,5,6,5,6,12,9,17,26,4,5,11,0,3,5,0,6,9,13,1,12,19,33,60.30359213262104,1.1206927419826966,0,0,0,0.1502469067273608,9,17,24,204,95,1668.0,794.0,3.5126903553299487,3.4347826086956523,1951.8253968253969,1946.636363636364,5451.725061810203,иркутская область,10,underground,105.0,иркутск,s1769,False,False,60900.0,71847.13454115353,0.00027391630277948093
275742,56.47799436061944,84.97807923729776,91.23755306592533,6,77,138,202,0,1,1,3,0,8,14,19,2.076170965688449,576624.0,0.2004315578013776,0,13,38,55,0,0,0,0,0,5,6,9,6,10,12,0,1,3,0,1,1,3,10,16,0,1,1,2,5,57,96,141,203.52801659148827,2.1549756339113526,0,0,0,0.0282332441604479,12,25,31,176,58,3419.0,1314.0,7.0,7.019607843137255,1981.8255033557043,1981.942307692308,4799.391479940375,томская область,10,unknown,85.0,томск,s12639,False,False,55000.0,50538.400527557336,0.0
278749,50.5991123,36.584276221184346,75.40165827494528,2,64,105,158,0,0,0,0,0,16,28,45,0.6185230369276189,384425.0,0.0693016589109777,3,11,22,51,0,2,6,13,0,3,6,9,5,7,8,3,7,15,0,2,3,3,4,5,0,3,7,12,2,31,43,55,552.9038103774,1.9026428149250747,0,0,0,0.1241301477535642,12,18,21,154,58,2514.0,1167.0,5.972602739726027,6.0892857142857135,1970.8,1970.5344827586207,1851.1319009299264,белгородская область,110,other,35.0,белгород,s3214,False,False,65000.0,68009.11435264746,0.0
